,molecule_chembl_id,mol,Class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
278,CHEMBL213595,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1COC/C=C/COC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1,inactive,542.674,0.7756,5,8,4.692503962
279,CHEMBL379824,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1COCCCCOC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1,inactive,544.69,0.9996,5,8,5
280,CHEMBL211384,CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H](CC(C)C)NC(C)=O,active,498.709,2.2184,4,5,7
281,CHEMBL209795,CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(C)=O,active,484.682,1.8762,5,5,6.920818754
282,CHEMBL209847,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C/CSC[C@H](N)C(=O)N[C@@H](C)C(=O)N1,inactive,474.693,0.6428,5,7,5
283,CHEMBL212321,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C/CSCCC(=O)N[C@@H](C)C(=O)N1,inactive,459.678,1.7056,4,6,5
284,CHEMBL211848,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C\CSCCC(=O)N[C@@H](C)C(=O)N1,inactive,459.678,1.7056,4,6,5
285,CHEMBL213830,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSCCCCCCSC[C@H](NC(C)=O)C(=O)N[C@@H](C)C(=O)N1,inactive,546.8,1.8244,5,7,5
286,CHEMBL213858,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSCCCCCSC[C@H](NC(C)=O)C(=O)N[C@@H](C)C(=O)N1,inactive,532.773,1.4343,5,7,5
287,CHEMBL211152,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSCCCCSC[C@H](NC(C)=O)C(=O)N[C@@H](C)C(=O)N1,inactive,518.746,1.0442,5,7,5
290,CHEMBL212357,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSCc2ccc(cc2)CSC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1,inactive,624.87,3.3528,5,8,5
291,CHEMBL211107,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSCCCCCCSC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1,inactive,604.88,3.213,5,8,5
292,CHEMBL211432,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSCCCCCSC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1,inactive,590.853,2.8229,5,8,4.772113295
293,CHEMBL213301,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSCCCCSC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1,inactive,576.826,2.4328,5,8,4.698970004
294,CHEMBL209632,O=C(Nc1cc(-c2ccccc2)ccc1N1CCNCC1)c1cc2ccccc2oc1=O.O=C(O)C(F)(F)F,active,425.488,4.1219,2,5,6.236572006
295,CHEMBL212578,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(Cc2ccccc2)CC1)c1cc2ccccc2oc1=O,active,515.613,6.0345,1,5,6.821023053
296,CHEMBL210451,CC(C)(C)OC(=O)N1CCN(c2ccc(-c3ccccc3)cc2NC(=O)c2cc3ccccc3oc2=O)CC1,inactive,525.605,5.7694,1,6,5
297,CHEMBL209052,COc1cccc2cc(C(=O)Nc3cc(Br)ccc3N3CCN(CCO)CC3)c(=O)oc12,active,502.365,2.9307,2,7,6
298,CHEMBL379100,COc1cccc2cc(C(=O)Nc3cc(Br)ccc3N3CCOCC3)c(=O)oc12,inactive,459.296,3.653,1,6,5
299,CHEMBL211214,O=C(Nc1cc(Br)ccc1N1CCN(CCO)CC1)c1cc2ccccc2oc1=O,active,472.339,2.9221,2,6,6.200659451
300,CHEMBL212873,O=C(Nc1cc(Br)ccc1N1CCOCC1)c1cc2ccccc2oc1=O,inactive,429.27,3.6444,1,5,5
302,CHEMBL212627,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(C(=O)c2ccccc2)CC1)c1cccc2ccccc12,active,511.625,6.7215,1,3,7.102372909
303,CHEMBL208903,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(CC[C@@H](O)c2ccccc2)CC1)c1cccc2ccccc12,active,541.695,7.0048,2,4,7.337242168
304,CHEMBL378052,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(CC[C@H](O)c2ccccc2)CC1)c1cccc2ccccc12,active,541.695,7.0048,2,4,7.161150909
305,CHEMBL379820,NCCCCCN1CCN(c2ccc(-c3ccccc3)cc2NC(=O)c2cccc3ccccc23)CC1,active,492.667,6.0101,2,4,7.167491087
306,CHEMBL379067,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(CCCCCN2C(=O)c3ccccc3C2=O)CC1)c1cccc2ccccc12,active,622.769,7.3476,1,5,7
307,CHEMBL211256,CCOC(=O)CN1CCN(c2ccc(-c3ccccc3)cc2NC(=O)c2cccc3ccccc23)CC1,active,493.607,5.4442,1,5,7.045757491
308,CHEMBL377581,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(CCO)CC1)c1cccc2ccccc12,active,451.57,4.8734,2,4,6.958607315
309,CHEMBL211995,O=C(Nc1cc(-c2ccccc2)ccc1N1CCNCC1)c1cccc2ccccc12,active,407.517,5.1687,2,3,6.522878745
311,CHEMBL213904,O=C(Nc1cc(Br)ccc1N1CCN(CCO)CC1)c1cccc2ccccc12,active,454.368,3.9689,2,4,7.102372909
312,CHEMBL378032,O=C(Nc1cc(Br)ccc1N1CCNCC1)c1cccc2ccccc12,active,410.315,4.2642,2,3,6
313,CHEMBL212681,O=C(Nc1cc(Br)ccc1N1CCOCC1)c1cccc2ccccc12,inactive,411.299,4.6912,1,3,4.698970004
314,CHEMBL255838,CC(C)[C@H](NC(=O)[C@@H](N)CNC(=O)c1[nH]c(=O)[nH]c(=O)c1F)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)Nc1cccc(-c2nn[nH]n2)c1,active,832.895,-0.2374,10,12,8.251811973
315,CHEMBL411711,CC(C)[C@H](NC(=O)[C@@H](N)CNC(=O)c1nn[nH]n1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)Nc1cccc(-c2nn[nH]n2)c1,active,772.872,-0.24,9,13,8.48148606
316,CHEMBL380381,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)c1[nH]c(=O)[nH]c(=O)c1F)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)Nc1cccc(-c2nn[nH]n2)c1,active,792.83,-1.1617,10,12,8.187086643
